id,host_id,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,bathrooms,price,availability_365,availability_30,number_of_reviews,review_scores_rating,host_is_superhost,host_response_rate,instant_bookable,occupancy_rate
27969251,211258076,Centrum-West,52.3793,4.893,Entire condo,Entire home/apt,4,1.0,2.0,1.0,225.0,179,3,288,4.99,True,100.0,False,0.5095890410958904
28042923,211826887,Westerpark,52.37943,4.87795,Boat,Entire home/apt,4,2.0,2.0,1.0,359.0,253,0,21,4.71,False,100.0,False,0.3068493150684931
28045191,17841111,Bos en Lommer,52.37503,4.84821,Entire rental unit,Entire home/apt,4,2.0,2.0,1.5,222.0,4,4,26,5.0,False,100.0,False,0.989041095890411
28064282,212001063,Centrum-Oost,52.36803,4.90707,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,166.0,21,11,37,4.84,False,100.0,True,0.9424657534246575
28098878,16944484,Centrum-Oost,52.3742,4.90541,Houseboat,Entire home/apt,3,2.0,2.0,1.0,489.0,27,9,104,4.98,True,100.0,False,0.9260273972602739
28146045,2597146,Slotervaart,52.359398,4.825566,Private room in townhouse,Private room,2,1.0,1.0,1.0,85.0,55,9,176,4.9,True,100.0,False,0.8493150684931507
28198817,35417805,Centrum-Oost,52.37372,4.90541,Entire rental unit,Entire home/apt,4,2.0,3.0,1.5,369.0,31,1,158,4.99,True,100.0,False,0.915068493150685
28236509,87974972,Watergraafsmeer,52.35247,4.93757,Private room in bed and breakfast,Private room,4,2.0,2.0,2.0,310.0,330,10,61,4.95,True,100.0,False,0.09589041095890416
28238045,213284349,Centrum-Oost,52.36912,4.90721,Private room in rental unit,Private room,4,1.0,2.0,1.5,226.0,83,8,84,4.77,True,100.0,False,0.7726027397260273
28265810,139098431,Oostelijk Havengebied - Indische Buurt,52.36325615660456,4.942969177989001,Entire rental unit,Entire home/apt,4,1.0,2.0,1.0,225.0,14,5,8,4.88,False,,False,0.9616438356164384
28285595,44493188,Centrum-Oost,52.372630802834834,4.9065592512488365,Entire rental unit,Entire home/apt,2,1.0,1.0,1.5,222.0,12,0,10,4.8,False,100.0,False,0.9671232876712329
28298830,203731852,Oud-Noord,52.38652,4.91382,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,169.0,228,7,109,4.69,True,100.0,True,0.37534246575342467
28515027,19556823,De Baarsjes - Oud-West,52.37034,4.87321,Entire rental unit,Entire home/apt,4,2.0,2.0,1.5,480.0,16,16,28,4.93,False,,False,0.9561643835616438
28516161,16235182,IJburg - Zeeburgereiland,52.34736,5.00617,Private room in villa,Private room,2,1.0,1.0,1.0,124.0,36,2,43,4.98,False,100.0,False,0.9013698630136986
28544205,212010317,Centrum-West,52.38126,4.88852,Private room in boat,Private room,4,2.0,2.0,1.0,241.0,297,7,173,4.69,True,100.0,True,0.1863013698630137
28582447,68520401,De Baarsjes - Oud-West,52.36949,4.85268,Entire rental unit,Entire home/apt,4,2.0,3.0,1.0,279.0,5,3,52,4.92,True,100.0,False,0.9863013698630136
28603995,210872154,De Pijp - Rivierenbuurt,52.35477,4.90627,Private room in houseboat,Private room,2,1.0,1.0,1.0,234.0,341,16,157,4.91,True,100.0,False,0.0657534246575342
28606367,215897545,Gaasperdam - Driemond,52.2974,4.97571,Entire rental unit,Entire home/apt,4,2.0,2.0,1.0,162.0,150,16,5,5.0,False,100.0,False,0.589041095890411
28707425,203731852,IJburg - Zeeburgereiland,52.3546823,5.0060503,Private room in earthen home,Private room,2,1.0,1.0,1.0,169.0,220,6,9,4.89,True,100.0,True,0.3972602739726028
28797705,209920138,Centrum-West,52.37095,4.89576,Private room in rental unit,Private room,2,1.0,1.0,1.0,107.0,320,8,335,4.57,,100.0,True,0.12328767123287676
28798431,209920138,Centrum-West,52.37021,4.89717,Private room in rental unit,Private room,2,1.0,1.0,1.0,111.0,315,7,346,4.62,,100.0,True,0.136986301369863
28806971,214855796,Zuid,52.35457,4.86748,Entire rental unit,Entire home/apt,7,3.0,4.0,1.5,540.0,0,0,36,4.92,False,80.0,False,1.0
28823439,110959364,Centrum-Oost,52.3614955,4.8992162,Entire condo,Entire home/apt,4,2.0,1.0,1.5,378.0,347,16,20,5.0,False,48.0,False,0.049315068493150704
28838040,217460108,Slotervaart,52.36612,4.83406,Private room in bed and breakfast,Private room,4,1.0,2.0,1.5,135.0,188,8,161,4.66,False,100.0,True,0.4849315068493151
28892595,43990861,De Baarsjes - Oud-West,52.36378,4.87687,Entire rental unit,Entire home/apt,4,2.0,4.0,1.5,250.0,74,14,44,4.86,False,100.0,False,0.7972602739726027
28935601,20392221,Westerpark,52.39,4.88639,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,206.0,39,0,4,4.0,False,33.0,False,0.8931506849315068
28946381,218193397,Centrum-Oost,52.37255,4.90463,Private room in home,Private room,2,1.0,1.0,1.0,125.0,66,1,604,4.72,True,100.0,False,0.8191780821917808
29046160,389623,De Baarsjes - Oud-West,52.36393,4.87508,Private room in rental unit,Private room,3,1.0,2.0,1.0,192.0,215,3,254,4.82,True,100.0,True,0.410958904109589
29071896,219062056,Westerpark,52.3824,4.87273,Entire rental unit,Entire home/apt,2,0.0,1.0,1.5,160.0,220,0,46,4.89,False,100.0,False,0.3972602739726028
29116941,80463611,Centrum-Oost,52.36769,4.89981,Boat,Entire home/apt,4,2.0,6.0,1.0,365.0,232,7,102,4.95,True,100.0,True,0.36438356164383556
29175007,77332309,De Aker - Nieuw Sloten,52.34248,4.79112,Private room in home,Private room,2,1.0,1.0,1.0,104.0,84,2,199,4.97,True,100.0,False,0.7698630136986302
29212801,14970026,Watergraafsmeer,52.34188,4.92073,Private room in guest suite,Private room,2,1.0,2.0,1.0,114.0,230,3,297,4.94,True,100.0,False,0.36986301369863017
29230120,94786135,Westerpark,52.38029,4.87769,Entire rental unit,Entire home/apt,2,0.0,2.0,1.0,145.0,10,3,181,4.88,True,100.0,False,0.9726027397260274
29258934,44051824,IJburg - Zeeburgereiland,52.36122,4.97921,Private room in home,Private room,2,0.0,1.0,1.5,63.0,119,2,138,4.7,False,100.0,False,0.673972602739726
29275106,9904162,Buitenveldert - Zuidas,52.3271,4.86158,Entire townhouse,Entire home/apt,4,3.0,3.0,2.5,300.0,23,0,19,5.0,False,80.0,False,0.936986301369863
29280583,3736600,De Baarsjes - Oud-West,52.37231,4.85438,Entire rental unit,Entire home/apt,2,1.0,1.0,1.5,122.0,10,0,26,4.96,False,100.0,False,0.9726027397260274
29298781,2342196,De Baarsjes - Oud-West,52.36379,4.86229,Private room in rental unit,Private room,2,1.0,1.0,1.0,112.0,311,6,215,4.8,True,100.0,False,0.147945205479452
29322058,5490364,De Baarsjes - Oud-West,52.36983,4.8651,Entire rental unit,Entire home/apt,2,1.0,1.0,1.5,251.0,206,5,43,4.95,False,,False,0.43561643835616437
29344352,457129454,De Baarsjes - Oud-West,52.36565,4.87069,Entire condo,Entire home/apt,2,1.0,1.0,1.0,175.0,66,0,8,5.0,False,,False,0.8191780821917808
29350903,4029713,De Pijp - Rivierenbuurt,52.35332,4.89381,Private room,Private room,2,1.0,1.0,1.0,151.0,298,6,126,4.83,True,100.0,False,0.18356164383561646
29407806,42599,Noord-West,52.41956488500385,4.8945630714297295,Entire home,Entire home/apt,4,3.0,3.0,1.0,330.0,38,4,4,5.0,False,100.0,False,0.8958904109589041
29435883,24666452,Watergraafsmeer,52.35321,4.94144,Entire rental unit,Entire home/apt,4,3.0,3.0,1.5,194.0,18,0,24,5.0,False,,False,0.9506849315068493
29456107,14071148,Oud-Noord,52.38813,4.90905,Entire home,Entire home/apt,4,2.0,2.0,1.5,308.0,9,9,33,5.0,True,100.0,False,0.9753424657534246
29477986,14318799,Centrum-Oost,52.36697,4.92134,Private room in houseboat,Private room,2,1.0,1.0,1.0,158.0,11,2,135,4.97,True,100.0,False,0.9698630136986301
29624313,270382,Oud-Noord,52.39124,4.92541,Entire home,Entire home/apt,4,3.0,4.0,1.0,380.0,233,0,3,5.0,False,100.0,False,0.3616438356164383
29646624,223145241,De Baarsjes - Oud-West,52.36609,4.8678,Entire rental unit,Entire home/apt,2,1.0,1.0,1.5,225.0,107,14,36,4.94,True,92.0,False,0.7068493150684931
29655884,16678657,Noord-Oost,52.39077,4.95462,Entire guesthouse,Entire home/apt,4,2.0,3.0,1.5,172.0,29,12,86,4.88,True,100.0,False,0.9205479452054794
29678104,69422882,Watergraafsmeer,52.35348,4.9451,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,243.0,35,14,49,4.98,True,100.0,False,0.904109589041096
29701331,223507896,De Pijp - Rivierenbuurt,52.35478,4.90439,Entire rental unit,Entire home/apt,4,2.0,2.0,1.0,361.0,28,1,94,4.85,True,100.0,False,0.9232876712328767
29705321,51403934,De Baarsjes - Oud-West,52.361416,4.86674,Private room in bed and breakfast,Private room,4,1.0,2.0,1.0,653.0,88,0,311,4.98,True,100.0,False,0.7589041095890411
29705676,2598068,Oostelijk Havengebied - Indische Buurt,52.3764,4.94627,Private room in boat,Private room,2,1.0,1.0,1.5,148.0,63,9,213,4.99,True,100.0,False,0.8273972602739725
29776071,224019594,Centrum-West,52.37206,4.8972,Private room in bed and breakfast,Private room,2,0.0,1.0,1.0,140.0,78,0,680,4.9,True,100.0,False,0.7863013698630137
29845284,221374705,Centrum-West,52.38748,4.8882,Private room in rental unit,Private room,2,1.0,2.0,1.0,156.0,137,7,92,4.82,False,100.0,True,0.6246575342465753
29868977,224621027,Noord-Oost,52.40393,4.94149,Entire guesthouse,Entire home/apt,3,1.0,2.0,1.0,101.0,106,11,263,4.84,True,100.0,False,0.7095890410958905
29871927,10778709,Oostelijk Havengebied - Indische Buurt,52.37337,4.94167,Private room in houseboat,Private room,2,1.0,1.0,1.0,150.0,8,8,200,4.98,True,90.0,False,0.9780821917808219
29874862,5037506,Oud-Noord,52.39956,4.89681,Private room in boat,Private room,16,10.0,20.0,4.0,624.0,129,0,36,4.92,False,100.0,False,0.6465753424657534
29901220,224019594,Centrum-West,52.37206,4.8972,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,137.0,96,4,517,4.84,True,100.0,False,0.736986301369863
29913161,56940150,De Pijp - Rivierenbuurt,52.35045,4.89747,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,240.0,90,0,32,4.91,False,100.0,False,0.7534246575342466
29919168,87974972,Watergraafsmeer,52.353,4.93819,Private room in bed and breakfast,Private room,2,1.0,2.0,1.0,168.0,321,15,97,4.96,True,100.0,False,0.1205479452054794
29919544,87974972,Watergraafsmeer,52.35229,4.93761,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,150.0,311,5,110,4.93,True,100.0,False,0.147945205479452
29953708,2339287,De Pijp - Rivierenbuurt,52.3578,4.90303,Entire rental unit,Entire home/apt,3,2.0,1.0,1.5,475.0,157,10,20,5.0,False,100.0,False,0.5698630136986301
30026596,183546093,Oostelijk Havengebied - Indische Buurt,52.36451,4.93759,Entire condo,Entire home/apt,2,0.0,1.0,1.0,122.0,3,3,48,4.63,False,100.0,False,0.9917808219178083
30039109,224473029,Westerpark,52.37998,4.8687,Entire rental unit,Entire home/apt,4,1.0,2.0,1.0,257.0,37,0,27,4.93,True,100.0,False,0.8986301369863013
30041153,8489765,Westerpark,52.38939,4.88606,Private room in condo,Private room,4,1.0,2.0,1.0,204.0,68,17,235,4.8,False,100.0,False,0.8136986301369863
30057440,4532209,Westerpark,52.38395,4.87331,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,149.0,6,6,5,5.0,False,100.0,False,0.9835616438356164
30100534,3825472,Oud-Oost,52.35981,4.91453,Private room in condo,Private room,1,1.0,1.0,1.5,82.0,147,3,392,4.95,True,100.0,False,0.5972602739726027
30108002,128591809,Noord-Oost,52.40935,4.92851,Entire home,Entire home/apt,4,2.0,3.0,2.0,285.0,34,0,35,4.97,False,100.0,False,0.9068493150684931
30140860,199638619,Zuid,52.35372,4.87803,Private room in townhouse,Private room,2,1.0,1.0,1.0,141.0,34,7,150,4.91,True,100.0,False,0.9068493150684931
30141051,199638619,Zuid,52.35493,4.88012,Private room in townhouse,Private room,2,1.0,1.0,1.0,146.0,64,19,155,4.94,True,100.0,False,0.8246575342465754
30142159,195537,Westerpark,52.38352,4.8794,Houseboat,Entire home/apt,4,2.0,2.0,1.0,318.0,8,8,39,4.85,True,100.0,False,0.9780821917808219
30149867,8591807,Centrum-West,52.38013,4.88982,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,475.0,12,0,21,4.9,False,100.0,False,0.9671232876712329
30166032,246493,De Pijp - Rivierenbuurt,52.35431,4.89838,Private room in rental unit,Private room,2,1.0,1.0,1.0,75.0,8,0,88,4.86,True,95.0,False,0.9780821917808219
30244717,4443833,De Aker - Nieuw Sloten,52.33284,4.80583,Entire guesthouse,Entire home/apt,2,1.0,2.0,1.0,84.0,210,4,423,4.71,False,97.0,True,0.4246575342465754
30250279,101856083,Centrum-Oost,52.37103,4.91205,Private room in condo,Private room,4,1.0,4.0,1.0,165.0,235,11,278,4.49,False,100.0,True,0.3561643835616438
30261748,111736939,Oud-Oost,52.35585,4.9094,Private room in rental unit,Private room,4,2.0,2.0,1.0,316.0,291,10,200,4.69,False,100.0,False,0.20273972602739732
30264925,85420364,Centrum-West,52.37252,4.89583,Private room in rental unit,Private room,2,1.0,1.0,1.0,131.0,19,9,436,4.76,False,100.0,True,0.947945205479452
30265278,85420364,Centrum-West,52.372257232666016,4.896886825561523,Private room in rental unit,Private room,2,1.0,1.0,1.0,158.0,31,18,362,4.73,False,100.0,True,0.915068493150685
30308981,24279237,De Pijp - Rivierenbuurt,52.35083,4.90936,Houseboat,Entire home/apt,6,3.0,5.0,1.5,497.0,3,3,54,4.89,True,92.0,True,0.9917808219178083
30374406,228056341,Centrum-Oost,52.37115,4.91163,Private room in rental unit,Private room,2,1.0,1.0,1.0,144.0,126,3,366,4.86,,100.0,True,0.6547945205479452
30442884,1522654,De Baarsjes - Oud-West,52.36612,4.8634,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,298.0,0,0,14,4.43,False,,True,1.0
30461243,228692066,Zuid,52.34902,4.87893,Private room in home,Private room,2,1.0,1.0,1.5,147.0,260,25,198,4.94,True,100.0,False,0.28767123287671237
30505312,1619130,Oud-Noord,52.39614,4.91603,Entire home,Entire home/apt,4,1.0,1.0,1.0,113.0,57,0,31,4.87,False,100.0,False,0.8438356164383561
30519246,33765320,De Baarsjes - Oud-West,52.3652,4.859,Entire rental unit,Entire home/apt,4,2.0,2.0,1.0,315.0,170,27,8,4.63,False,0.0,False,0.5342465753424658
30551730,33755999,De Pijp - Rivierenbuurt,52.35589,4.88739,Private room in condo,Private room,4,2.0,3.0,1.0,327.0,145,1,264,4.94,True,100.0,True,0.6027397260273972
30562707,11654284,Oud-Oost,52.3603,4.92601,Entire rental unit,Entire home/apt,3,2.0,2.0,1.5,198.0,11,0,11,5.0,False,100.0,False,0.9698630136986301
30723226,226181266,Centrum-West,52.38194,4.88528,Private room in houseboat,Private room,2,1.0,1.0,1.0,90.0,89,0,173,4.76,False,90.0,False,0.7561643835616438
30733364,50597448,Oud-Noord,52.3998,4.91349,Entire home,Entire home/apt,2,1.0,1.0,1.5,165.0,358,23,11,4.91,False,100.0,False,0.019178082191780854
30757070,230153935,Noord-Oost,52.38883,4.95662,Entire home,Entire home/apt,4,4.0,5.0,1.5,206.0,0,0,27,4.81,False,100.0,True,1.0
30762384,228208519,Centrum-Oost,52.37760162353516,4.90696907043457,Entire serviced apartment,Entire home/apt,4,1.0,2.0,1.0,351.0,166,6,306,4.88,True,100.0,True,0.5452054794520548
30762441,228208519,Centrum-Oost,52.37760162353516,4.90696907043457,Entire serviced apartment,Entire home/apt,6,2.0,3.0,1.0,542.0,181,16,1477,4.81,True,100.0,True,0.5041095890410958
30765293,18983543,Noord-West,52.40417,4.91631,Entire townhouse,Entire home/apt,4,2.0,2.0,1.5,153.0,9,4,20,5.0,False,100.0,False,0.9753424657534246
30770374,151062320,Centrum-West,52.38067626953125,4.8835978507995605,Private room in rental unit,Private room,4,1.0,2.0,1.0,213.0,39,0,455,4.44,False,100.0,True,0.8931506849315068
30783775,203731852,Zuid,52.35184,4.85199,Private room in serviced apartment,Private room,2,1.0,1.0,1.0,169.0,229,7,61,4.8,True,100.0,True,0.3726027397260274
30808063,223476936,Centrum-Oost,52.36152648925781,4.898902893066406,Private room in rental unit,Private room,2,1.0,1.0,1.0,137.0,106,8,121,4.47,False,92.0,True,0.7095890410958905
30812596,17584726,Centrum-Oost,52.3694,4.93222,Private room in home,Private room,4,1.0,3.0,1.5,161.0,45,9,485,4.94,True,100.0,False,0.8767123287671232
30814294,198405490,De Baarsjes - Oud-West,52.36535,4.87496,Shared room in houseboat,Shared room,2,1.0,2.0,1.0,294.0,93,13,27,4.89,True,97.0,False,0.7452054794520548
30823357,228056341,Centrum-Oost,52.37208,4.91191,Private room in rental unit,Private room,2,1.0,1.0,1.0,137.0,131,2,360,4.74,,100.0,True,0.6410958904109589
30844610,42676970,Bos en Lommer,52.37563,4.83712,Entire guesthouse,Entire home/apt,2,0.0,1.0,1.5,129.0,41,2,93,4.8,False,60.0,False,0.8876712328767123
30872076,9521903,De Pijp - Rivierenbuurt,52.35726,4.88758,Entire rental unit,Entire home/apt,2,1.0,1.0,1.5,252.0,171,27,24,4.79,False,33.0,False,0.5315068493150685
30905786,49078267,Centrum-West,52.37317,4.88255,Room in bed and breakfast,Hotel room,2,1.0,1.0,1.5,328.0,160,3,35,5.0,False,100.0,False,0.5616438356164384
30928188,3357860,Centrum-Oost,52.37557,4.92019,Houseboat,Entire home/apt,4,2.0,4.0,2.0,585.0,83,7,132,4.93,True,100.0,True,0.7726027397260273
30930837,31539718,Westerpark,52.37354,4.87505,Entire rental unit,Entire home/apt,2,1.0,1.0,1.5,360.0,61,9,35,4.91,False,100.0,False,0.8328767123287671
30933786,32218529,Westerpark,52.38236,4.86899,Entire condo,Entire home/apt,4,2.0,2.0,1.0,383.0,21,6,25,4.92,False,,False,0.9424657534246575
30952077,87907951,De Pijp - Rivierenbuurt,52.34516525268555,4.909296989440918,Entire condo,Entire home/apt,4,2.0,2.0,1.5,355.0,127,19,11,5.0,False,100.0,False,0.6520547945205479
31011504,3409554,De Baarsjes - Oud-West,52.37236,4.87329,Private room in houseboat,Private room,2,1.0,1.0,1.0,145.0,98,5,358,4.96,True,92.0,True,0.7315068493150685
31053723,4108456,Bos en Lommer,52.37813,4.85696,Entire rental unit,Entire home/apt,4,2.0,2.0,1.0,374.0,159,1,46,4.91,True,100.0,False,0.5643835616438356
31064558,14509904,Centrum-West,52.37615,4.892,Private room in rental unit,Private room,2,1.0,2.0,1.0,114.0,296,4,409,4.77,False,100.0,True,0.18904109589041096
31072230,232131139,Centrum-West,52.37202,4.88737,Private room in townhouse,Private room,3,1.0,2.0,1.5,288.0,245,0,154,4.97,True,100.0,False,0.3287671232876712
31072801,232136059,Centrum-Oost,52.36667,4.90926,Entire guesthouse,Entire home/apt,4,2.0,2.0,1.0,217.0,136,12,372,4.92,True,100.0,False,0.6273972602739726
31082446,7091399,Slotervaart,52.34937002500013,4.844663518524164,Entire condo,Entire home/apt,4,1.0,2.0,1.5,326.0,340,9,14,4.86,False,50.0,False,0.06849315068493156
31100723,16828309,De Pijp - Rivierenbuurt,52.35666,4.89785,Entire rental unit,Entire home/apt,3,2.0,2.0,1.0,322.0,9,1,46,4.91,False,100.0,False,0.9753424657534246
31139590,217577916,Centrum-West,52.38104,4.89175,Private room in rental unit,Private room,2,1.0,1.0,1.5,101.0,296,3,391,4.61,,98.0,True,0.18904109589041096
31150995,175483960,Noord-West,52.41121,4.90171,Private room in houseboat,Private room,4,2.0,2.0,1.0,240.0,215,0,36,4.89,False,,False,0.410958904109589
31196431,210872154,De Pijp - Rivierenbuurt,52.35477,4.90627,Private room in houseboat,Private room,2,1.0,1.0,1.0,184.0,345,18,101,4.83,True,100.0,False,0.0547945205479452
31208676,233390046,Centrum-Oost,52.37055,4.90078,Private room in condo,Private room,2,1.0,1.0,1.0,147.0,134,9,160,4.98,True,100.0,False,0.6328767123287671
31312245,233390046,Centrum-West,52.37206,4.89912,Private room in condo,Private room,1,1.0,1.0,1.0,125.0,162,9,159,4.96,True,100.0,False,0.5561643835616439
31322005,198405490,Centrum-West,52.37223,4.87583,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,315.0,64,14,11,4.82,True,97.0,False,0.8246575342465754
31336563,146354039,Gaasperdam - Driemond,52.29556,4.99149,Private room in home,Private room,4,2.0,2.0,1.5,206.0,61,0,5,4.8,False,,True,0.8328767123287671
31352081,14358485,Centrum-West,52.38367,4.88812,Entire condo,Entire home/apt,4,2.0,2.0,1.5,500.0,328,29,32,4.81,False,100.0,False,0.10136986301369866
31356236,141648682,Centrum-Oost,52.37162,4.90759,Private room in condo,Private room,4,1.0,2.0,1.0,210.0,25,3,495,4.89,True,100.0,False,0.9315068493150684
31395349,18482089,De Aker - Nieuw Sloten,52.3474,4.78988,Private room in townhouse,Private room,1,1.0,1.0,1.0,39.0,57,0,0,,True,100.0,False,0.8438356164383561
31397938,36769483,De Baarsjes - Oud-West,52.36216,4.87434,Private room in bed and breakfast,Private room,4,2.0,2.0,1.0,268.0,126,5,85,4.66,True,100.0,True,0.6547945205479452
31479401,22369811,Westerpark,52.38853,4.88581,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,171.0,260,27,7,5.0,False,100.0,False,0.28767123287671237
31502313,26688955,Noord-West,52.42141,4.891,Entire place,Entire home/apt,4,3.0,4.0,2.0,340.0,25,0,13,5.0,True,100.0,False,0.9315068493150684
31536003,4145047,De Baarsjes - Oud-West,52.37241,4.86122,Entire rental unit,Entire home/apt,4,3.0,3.0,1.5,270.0,138,0,21,4.62,False,,False,0.6219178082191781
31561365,4237150,Oostelijk Havengebied - Indische Buurt,52.3774,4.94563,Houseboat,Entire home/apt,4,2.0,5.0,1.0,193.0,262,6,121,4.61,False,90.0,False,0.28219178082191776
31582709,14537613,Zuid,52.36039,4.87734,Private room in bed and breakfast,Private room,4,2.0,2.0,1.5,357.0,64,16,155,4.93,True,100.0,False,0.8246575342465754
31619907,237046264,IJburg - Zeeburgereiland,52.37327,4.96813,Private room in home,Private room,4,1.0,2.0,1.0,135.0,161,22,143,4.92,True,100.0,False,0.558904109589041
31701569,141349719,Watergraafsmeer,52.33914,4.91794,Private room in rental unit,Private room,4,2.0,2.0,1.5,230.0,289,9,318,4.95,True,100.0,False,0.2082191780821918
31709131,12961955,Centrum-West,52.37649,4.89043,Private room in condo,Private room,4,1.0,2.0,1.0,264.0,106,3,46,5.0,False,100.0,True,0.7095890410958905
31731136,237857503,Centrum-West,52.3777,4.8922,Entire rental unit,Entire home/apt,2,0.0,1.0,1.0,198.0,242,0,323,4.94,True,100.0,False,0.33698630136986296
31758630,238122037,Centrum-West,52.36903,4.88714,Room in bed and breakfast,Hotel room,2,1.0,1.0,1.0,230.0,290,5,277,4.92,True,100.0,True,0.20547945205479456
31870080,139066154,Centrum-West,52.37537,4.88925,Private room in bed and breakfast,Private room,4,2.0,2.0,2.0,325.0,116,2,359,4.59,False,92.0,True,0.6821917808219178
31871461,15860061,Centrum-West,52.37662,4.88117,Private room in condo,Private room,3,0.0,4.0,1.0,131.0,230,7,172,4.79,True,100.0,False,0.36986301369863017
31883908,238981550,Centrum-West,52.38031,4.8835,Private room in bed and breakfast,Private room,2,0.0,0.0,1.0,100.0,53,18,69,4.93,True,90.0,True,0.8547945205479452
31917406,7700466,Oostelijk Havengebied - Indische Buurt,52.37147,4.95043,Entire condo,Entire home/apt,2,0.0,1.0,0.5,155.0,151,11,82,4.87,True,100.0,False,0.5863013698630137
31925577,42902272,Buitenveldert - Zuidas,52.33696,4.87396,Private room in condo,Private room,2,1.0,1.0,1.0,109.0,159,14,68,4.9,True,100.0,False,0.5643835616438356
31942766,239043602,Oostelijk Havengebied - Indische Buurt,52.37632,4.94322,Houseboat,Entire home/apt,2,1.0,2.0,1.0,213.0,98,6,163,4.99,True,100.0,True,0.7315068493150685
31944927,237150404,Centrum-West,52.37674,4.89624,Room in hostel,Hotel room,1,1.0,1.0,1.0,69.0,0,0,22,4.55,False,50.0,True,1.0
31945032,237150404,Centrum-West,52.37674,4.89624,Room in hostel,Hotel room,1,1.0,1.0,1.0,66.0,0,0,32,4.56,False,50.0,True,1.0
31945078,237150727,Zuid,52.36032,4.8784,Room in hostel,Hotel room,1,1.0,1.0,1.0,46.0,0,0,37,4.43,False,50.0,True,1.0
31945260,237150996,Centrum-West,52.37392,4.89635,Shared room in hostel,Shared room,1,1.0,1.0,1.0,60.0,0,0,170,4.54,False,100.0,True,1.0
31979911,239764380,De Aker - Nieuw Sloten,52.34992728417516,4.816001583310665,Private room in bed and breakfast,Private room,4,2.0,3.0,1.5,357.0,340,30,63,4.71,False,100.0,True,0.06849315068493156
32009903,181908745,Centrum-Oost,52.36284,4.892,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,196.0,28,3,276,4.92,True,100.0,True,0.9232876712328767
32055714,20149410,Bijlmer-Oost,52.3177,4.98159,Entire home,Entire home/apt,2,1.0,1.0,1.0,102.0,89,13,15,5.0,False,100.0,False,0.7561643835616438
32067350,198405490,Centrum-West,52.37878,4.88724,Shared room in houseboat,Shared room,4,2.0,4.0,1.0,437.0,120,6,63,4.9,True,97.0,False,0.6712328767123288
32068256,25182441,Centrum-West,52.37571,4.88349,Entire condo,Entire home/apt,4,2.0,3.0,1.5,473.0,29,2,265,4.99,True,100.0,False,0.9205479452054794
32101806,220271041,Noord-Oost,52.40104,4.95227,Entire condo,Entire home/apt,4,3.0,4.0,1.0,389.0,243,28,23,4.96,False,100.0,True,0.3342465753424657
32127805,3990369,Westerpark,52.38221298070011,4.875224111114509,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,194.0,48,0,2,5.0,False,50.0,False,0.8684931506849315
32155043,10886849,De Pijp - Rivierenbuurt,52.35174372611262,4.892811835103377,Entire condo,Entire home/apt,2,1.0,1.0,1.5,239.0,11,3,35,4.8,False,100.0,False,0.9698630136986301
32155806,76555617,Centrum-West,52.38094,4.8882,Private room in condo,Private room,2,1.0,1.0,1.0,170.0,232,12,100,4.93,True,100.0,False,0.36438356164383556
32179987,241449179,Centrum-West,52.373077,4.87708,Private room in rental unit,Private room,2,1.0,1.0,1.0,147.0,94,15,360,4.81,False,100.0,True,0.7424657534246575
32200213,117820649,De Aker - Nieuw Sloten,52.34773,4.80685,Private room in home,Private room,2,1.0,1.0,1.0,274.0,365,30,2,5.0,False,,True,0.0
32229445,6647910,Bos en Lommer,52.37507,4.83764,Entire townhouse,Entire home/apt,4,3.0,2.0,1.0,128.0,3,3,24,4.92,False,83.0,False,0.9917808219178083
32234104,241644101,Centrum-Oost,52.36503982543945,4.909975051879883,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,187.0,360,27,48,4.88,False,95.0,True,0.013698630136986356
32234160,241644101,Centrum-Oost,52.36503982543945,4.909975051879883,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,122.0,320,17,110,4.88,False,95.0,True,0.12328767123287676
32234250,241644101,Centrum-Oost,52.36503982543945,4.909975051879883,Entire serviced apartment,Entire home/apt,2,1.0,2.0,1.0,249.0,343,15,7,4.86,False,95.0,True,0.0602739726027397
32234486,241644101,Centrum-Oost,52.36503982543945,4.909975051879883,Entire serviced apartment,Entire home/apt,2,1.0,2.0,1.0,222.0,349,19,16,4.81,False,95.0,True,0.043835616438356206
32234536,241644101,Centrum-Oost,52.36503982543945,4.909975051879883,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,227.0,351,18,2,5.0,False,95.0,True,0.0383561643835616
