listing_id,date
4743636,2021-09-19
40524374,2023-07-03
36546346,2019-07-24
17618917,2025-07-25
21979569,2021-11-16
1375612,2014-08-05
1293334414292732949,2025-01-06
23425775,2024-02-08
42446371,2023-02-17
15258535,2017-02-06
50342116,2025-04-09
46521450,2024-04-14
16763977,2025-05-29
1044452,2015-11-12
4989946,2016-04-04
693962294909542887,2023-05-06
33610577,2023-10-30
13040996,2022-09-29
24732648,2024-06-10
21024509,2019-11-22
6512301,2023-12-03
741882986840881493,2023-08-25
691050234985914515,2023-05-13
16249820,2019-06-06
30141051,2020-08-20
18622506,2018-01-13
36628072,2020-02-08
6142928,2019-01-28
24133446,2023-10-31
31011504,2022-12-13
15921637,2022-10-23
2459307,2018-10-08
8348686,2019-01-27
12599072,2024-07-22
6441316,2017-06-14
851044,2015-09-24
14325757,2024-11-24
36377994,2025-04-12
38425685,2020-08-16
45463326,2021-09-16
2497346,2021-11-14
4052965,2014-11-09
10512492,2019-02-11
17968930,2019-12-02
21486402,2021-08-29
17150944,2019-01-28
3865210,2022-08-12
575083882544272867,2023-01-29
14796864,2016-10-03
5432591,2019-09-04
6297430,2018-07-10
42019965,2023-06-19
904196274413977378,2024-06-12
5713368,2016-05-07
936222880778985571,2024-10-27
654931,2023-12-14
50383849,2023-03-17
11859556,2023-10-17
5865654,2023-09-10
6196745,2022-08-30
25557506,2019-03-07
1375612,2024-09-10
50383849,2025-02-28
48220980,2023-10-25
7812608,2022-09-17
18423345,2019-10-07
40717994,2022-03-11
14526096,2019-06-12
659152081757704200,2023-05-23
6043774,2019-02-26
24732648,2018-06-03
49473612,2023-05-22
50452284,2022-08-25
732517478644304973,2024-01-04
17835965,2024-05-24
3850766,2015-10-30
676089392475149573,2025-04-27
1039711902619222755,2024-04-15
49552,2015-10-04
27711924,2019-02-11
50452284,2022-10-17
985296991801133432,2023-10-22
608432,2023-01-31
705060127121826868,2023-12-19
4449764,2015-10-14
15167502,2018-10-26
18115300,2024-04-11
27803193,2022-07-30
